,0,1,2,3,4,5,6,7
0,0.0,0.004730395949552818,1.2468688418408936e-05,1.17205671133044e-06,0.9999888111563968,1.17205671133044e-06,1.1221819576568043e-07,2.753086402784693e-05
1,0.7071067811865476,0.043417988408399104,9.075514708867556e-05,1.8151029417735117e-07,0.7057725271929337,1.8151029417735117e-07,3.4486955893696715e-06,9.946764120918845e-05
2,0.894427190999916,0.017613676029176906,5.088766858072489e-05,6.033823560285951e-06,0.4468664268081655,6.033823560285951e-06,2.3262934208331377e-06,0.0003903084180141598
3,0.9486832980505139,0.04065684362866046,2.3084521284714435e-05,3.4626781927071645e-06,0.31360322165284554,3.4626781927071645e-06,2.3854005327538245e-06,0.0001996811091127798
4,0.9701425001453319,0.005963757605930811,1.8306999138427322e-06,1.281489939689912e-07,0.24246229026912466,1.281489939689912e-07,1.0251919517519303e-07,2.8302620668008638e-05
5,0.9805806756909202,0.0012820752516222893,2.822151602769793e-06,1.0347889210155909e-07,0.19611194202127355,1.0347889210155909e-07,2.2890785222466098e-07,3.054822323798148e-05
6,0.9863939238321437,0.0028412174508859666,1.1268310625402917e-05,2.458540500087908e-07,0.1643744324643149,2.458540500087908e-07,5.070739781431311e-07,1.8305882806904556e-05
7,0.9899494936611665,0.013218622827841921,1.5044288235041172e-05,8.889806684342514e-08,0.140802228916884,8.889806684342514e-08,2.8037082619849465e-07,1.0777181026556767e-05
8,0.9922778767136677,0.005102416328083705,5.181519627366348e-06,2.849835795051492e-07,0.12392973590462428,2.849835795051492e-07,3.2199443398633734e-07,3.554892572918127e-05
9,0.993883734673619,0.0034822065839638294,2.854513367104406e-07,1.2845310151969827e-07,0.11037661017117292,1.2845310151969827e-07,1.7127080202626437e-07,1.0747242827148089e-05
10,0.9950371902099892,0.002058078425555363,1.4228782865884524e-06,5.928659527451884e-09,0.09948243257788043,5.928659527451884e-09,1.0078721196668203e-07,4.3077640126465385e-06
11,0.9958932064677039,0.003408618346701689,7.117259691961076e-06,9.828596717470057e-08,0.0904715549500555,9.828596717470057e-08,2.3724198973203585e-08,1.8074450446299242e-05
12,0.9965457582448795,0.0016257096510912225,2.3548006841022888e-07,1.1774003420511443e-08,0.08302956568124145,1.1774003420511443e-08,3.0612408893329764e-08,3.872469725006214e-06
13,0.9970544855015815,0.0019376145322764335,5.963909422501257e-07,8.747067153001844e-08,0.07667201953567618,8.747067153001844e-08,1.252420978725264e-07,3.3218975483332006e-06
14,0.9974586998307351,0.0009742638682499308,1.3027607920009297e-06,4.704413971114468e-08,0.0712403882765775,4.704413971114468e-08,1.5922631902233586e-08,4.288978029665283e-06
15,0.9977851578566089,0.005044683850580749,1.201687434630955e-06,2.914092028980066e-07,0.06632743837631422,2.914092028980066e-07,6.909702749127992e-08,2.9029764202097297e-05
16,0.9980525784828888,0.003414390997445723,1.5190419049079464e-06,2.1772933970347234e-07,0.062284768879638894,2.1772933970347234e-07,1.4684071747443482e-07,8.997791550071405e-06
17,0.9982743731749958,0.0007703629947011438,1.4032804477579997e-06,2.1461936259828237e-08,0.05871696850008585,2.1461936259828237e-08,7.01640223879e-08,3.3332037929687083e-06
18,0.9984603532054125,0.001794527731054051,1.8340840985220703e-06,5.019598585428825e-08,0.055440983722351234,5.019598585428825e-08,4.247352649209006e-08,8.226349835581624e-06
19,0.9986178293325098,0.0010469792365658584,3.6496270170068307e-06,8.587357687074897e-09,0.052548403210575245,8.587357687074897e-09,1.6960031431972922e-07,8.96520142530619e-06
20,0.9987523388778445,0.0007399990037699858,1.7437631018523643e-07,6.451923476853746e-08,0.0499321332926119,6.451923476853746e-08,3.5747143587973464e-08,7.233129346483606e-06
21,0.9988681377244375,0.0013142382479011691,4.1507569059658745e-07,5.2576254142234416e-08,0.047546989537120866,5.2576254142234416e-08,6.779569613077597e-08,1.5862809308966253e-06
22,0.9989685402102997,0.0005789884253438939,1.458721452562624e-07,4.6192845997816434e-08,0.04540396943627056,4.6192845997816434e-08,3.7926757766628224e-08,1.3818954560609924e-06
23,0.9990561583550596,0.00023294149771042972,1.5510334180958767e-06,9.12372598879927e-08,0.04343659963651513,9.12372598879927e-08,5.7479473729435416e-08,8.247848293874544e-07
24,0.9991330730923518,0.001940010809699051,1.7502497602512891e-06,8.54533706475629e-08,0.04158531656836112,8.54533706475629e-08,7.412822514005458e-08,7.342812523595404e-06
25,0.9992009587217894,0.001176832675222423,8.138309100707074e-07,3.0049141294918425e-08,0.03995070896586024,3.0049141294918425e-08,4.382166438842272e-09,2.6023808408953314e-06
26,0.9992611746313143,0.0025236106594188753,1.2845678724085162e-06,5.844783819458748e-07,0.03835013154682005,5.844783819458748e-07,4.174845585327677e-07,6.059306654150972e-05
27,0.999314833766767,9.085198551948701e-05,4.902879181134734e-07,3.677159385851051e-08,0.03701154893710055,3.677159385851051e-08,1.920294345944437e-08,2.1560411199039997e-06
28,0.9993628543475495,0.0020938082001355288,1.3177431425045883e-07,2.5037119707587183e-08,0.03563006150723882,2.5037119707587183e-08,1.304565711079543e-07,5.873181186142951e-06
29,0.9994059993535875,0.0006989179388800213,1.0676099006807964e-07,1.9572848179147935e-08,0.034455187846651476,1.9572848179147935e-08,1.0676099006807962e-08,4.5978399722652954e-07
30,0.9994449069791543,0.0008383605527304128,1.0825587406532755e-06,2.5587752051804698e-08,0.03330427996239673,2.5587752051804698e-08,2.50956798969623e-08,1.5992345032377934e-07
31,0.9994801143396996,0.003002485133641223,4.658862766608634e-06,1.3368910547659557e-07,0.03210118493593927,1.3368910547659557e-07,1.4179147550548012e-07,5.145004968341709e-06
32,0.999512076087079,0.0010355882807077243,8.469444017080765e-07,2.314981364668742e-08,0.031217580165518108,2.314981364668742e-08,5.251055290590074e-08,9.480131003119066e-07
33,0.9995411791453814,0.0002615689647025942,3.568779904165355e-07,2.8946770333785662e-08,0.030287997127991094,2.8946770333785662e-08,3.687739234304201e-08,2.0449108850867486e-06
34,0.999567754464353,0.0011819997487397685,1.3460806448498076e-06,1.7419867168644565e-08,0.02937528036891414,1.7419867168644565e-08,5.305141364996301e-08,3.6217487467900124e-06
35,0.9995920864606946,0.022919614860511812,1.4819259451647027e-05,9.509024814806844e-07,0.01703967849281881,9.509024814806844e-07,1.012649395862547e-06,3.277526215389268e-05
36,0.9996144206527185,0.00032794910654687984,4.478771786827636e-07,1.5526408861002467e-08,0.027765130504166236,1.5526408861002467e-08,2.3588198077292212e-08,6.315068219426965e-07
37,0.9996349698728534,0.0025983246331550518,3.095557520749908e-06,1.2545154163039102e-07,0.026891922803154646,1.2545154163039102e-07,9.286672562249723e-08,1.3954447455380508e-05
38,0.999653919352847,0.00220557363446283,8.473287527579003e-06,4.0055541039464383e-07,0.02621404071373101,4.0055541039464383e-07,3.851494330717729e-07,3.105845028290777e-05
39,0.9996714309094813,0.0009208736399380716,6.042537426143116e-07,2.2659515348036686e-09,0.02561605337893069,2.2659515348036686e-09,1.661697792189357e-08,4.904274438493408e-06
40,0.9996876464081228,6.015441011201904e-05,4.2554806156036317e-07,1.9149662770216347e-08,0.02499211849439396,1.9149662770216347e-08,4.9469962156392226e-08,3.6623730048038755e-06
41,0.9997026906430501,0.00031003310150337675,7.107667773805019e-07,1.2344896659766611e-08,0.02438102126792803,1.2344896659766611e-08,2.4689793319533222e-08,1.396095585886333e-06
42,0.9997166737441362,0.00010776655098016678,1.3309803524384603e-07,1.9166117075113825e-08,0.023802533893619107,1.9166117075113825e-08,7.98588211463076e-10,2.1343600931703153e-06
43,0.9997296931968458,0.0004428138557396823,6.858458138689074e-07,9.352442916394191e-09,0.023245309819839435,9.352442916394191e-09,1.246992388852559e-08,5.228639086458778e-06
44,0.9997418355449428,0.00041813715297097525,4.3352080549265336e-07,8.670416109853069e-09,0.02271755733595163,8.670416109853069e-09,6.669550853733129e-10,3.3241041455005924e-06
45,0.9997531778316099,2.9677433989002007e-05,3.378139032181183e-07,1.4477738709347928e-09,0.0222167174181718,1.4477738709347928e-09,2.123401677371029e-08,1.3761090643235207e-06
46,0.9997637888239163,0.00036980753579359975,1.0609367375385501e-07,1.1670304112924049e-08,0.02173084891398086,1.1670304112924049e-08,2.5727715885309836e-08,2.0736008535190956e-06
47,0.999773730057065,0.0002610880962356288,3.710299906058411e-07,2.8540768508141624e-09,0.021270178975303596,2.8540768508141624e-09,2.711373008273454e-08,2.6474416868152176e-06
48,0.9997830567281121,0.0010285361823249718,1.5265191761019057e-06,2.5441986268365092e-09,0.020803403331916766,2.5441986268365092e-09,5.1520022193439324e-08,4.369661141591705e-07
49,0.9997918184634463,0.00037842794381162843,3.314767484669049e-07,1.3259069938676195e-08,0.020400405007647195,1.3259069938676195e-08,1.4640223057288298e-08,1.122601254807918e-06
50,0.9998000599800071,0.0004713713857591917,4.011231588579905e-07,6.606734381190432e-09,0.01999044453128661,6.606734381190432e-09,1.533706195633493e-08,5.20988196916731e-07
